synthetic_claim,text,label,speaker,subject,context,conditioning_metadata,true_counts,mostly_true_counts,half_true_counts,mostly_false_counts,false_counts,pants_on_fire_counts
the health care plan is that $ 3 billion out and $ 500 billion in 2011.,"the health care plan is that $ 3 billion out and $ 500 billion in 2011.

[METADATA] speaker: michelle obama | subject: education;health care | context: an interview with NPR",0,michelle obama,education;health care,an interview with NPR,speaker: michelle obama | subject: education;health care | context: an interview with NPR,0.3636363744735718,0.3636363744735718,0.09090909361839294,0.0,0.1818181872367859,0.0
"our southern law enforcement officers""(that nato) was""in the united states as attorney.","our southern law enforcement officers""(that nato) was""in the united states as attorney.

[METADATA] speaker: donald trump | subject: foreign policy;nuclear | context: Washington",0,donald trump,foreign policy;nuclear,Washington,speaker: donald trump | subject: foreign policy;nuclear | context: Washington,0.03696098551154137,0.08726899325847626,0.12320328503847122,0.19917865097522736,0.36960986256599426,0.18377824127674103
ukraine admits its star ashe can produce the firein canada — against covid.,"ukraine admits its star ashe can produce the firein canada — against covid.

[METADATA] speaker: instagram posts | subject: facebook fact-checks;jan. 6 | context: an Instagram post",0,instagram posts,facebook fact-checks;jan. 6,an Instagram post,speaker: instagram posts | subject: facebook fact-checks;jan. 6 | context: an Instagram post,0.00486223679035902,0.00486223679035902,0.024311183020472527,0.08265802264213562,0.6564019322395325,0.22690437734127045
obama says a plan who is going to theand other gifts.,"obama says a plan who is going to theand other gifts.

[METADATA] speaker: the partnership for safe medicines | subject: drugs;health care | context: a TV ad",0,the partnership for safe medicines,drugs;health care,a TV ad,speaker: the partnership for safe medicines | subject: drugs;health care | context: a TV ad,0.0,0.0,0.0,0.0,1.0,0.0
says donald trump wasone of the (tax fund) and proposes it takes to work.,"says donald trump wasone of the (tax fund) and proposes it takes to work.

[METADATA] speaker: rick perry | subject: taxes | context: an interview",0,rick perry,taxes,an interview,speaker: rick perry | subject: taxes | context: an interview,0.151162788271904,0.13953489065170288,0.25,0.1744185984134674,0.18023255467414856,0.10465116053819656
"says that just didnt save the first time, illinois also will get insurance companies to expand medicaid expansion.","says that just didnt save the first time, illinois also will get insurance companies to expand medicaid expansion.

[METADATA] speaker: rick perry | subject: federal budget;health care;medicaid;public health;state budget | context: a press release jointly issued with U.S. Sens. John Cornyn and Ted Cruz",0,rick perry,federal budget;health care;medicaid;public health;state budget,a press release jointly issued with U.S. Sens. John Cornyn and Ted Cruz,speaker: rick perry | subject: federal budget;health care;medicaid;public health;state budget | context: a press release jointly issued with U.S. Sens. John Cornyn and Ted Cruz,0.151162788271904,0.13953489065170288,0.25,0.1744185984134674,0.18023255467414856,0.10465116053819656
"claims president barack obama, while the national average prescription in economic development, because there are being reduced as much as part.","claims president barack obama, while the national average prescription in economic development, because there are being reduced as much as part.

[METADATA] speaker: john boehner | subject: health care | context: a press release",0,john boehner,health care,a press release,speaker: john boehner | subject: health care | context: a press release,0.24637681245803833,0.05797101557254791,0.15942029654979706,0.18840579688549042,0.3188405930995941,0.028985507786273956
"under @, 000 ballots under new york citywho have an abortion rights.","under @, 000 ballots under new york citywho have an abortion rights.

[METADATA] speaker: reaganwasright | subject: fake news;punditfact | context: a headline",0,reaganwasright,fake news;punditfact,a headline,speaker: reaganwasright | subject: fake news;punditfact | context: a headline,0.0,0.0,0.0,0.0,0.0,1.0
nafta is bringingfor a first time ever ever been on and our elections.,"nafta is bringingfor a first time ever ever been on and our elections.

[METADATA] speaker: donald trump | subject: elections | context: a rally",0,donald trump,elections,a rally,speaker: donald trump | subject: elections | context: a rally,0.03696098551154137,0.08726899325847626,0.12320328503847122,0.19917865097522736,0.36960986256599426,0.18377824127674103
video shows biden just made a $ 3 million from being launched paid from ukraine.,"video shows biden just made a $ 3 million from being launched paid from ukraine.

[METADATA] speaker: facebook posts | subject: gas prices;facebook fact-checks | context: Facebook posts",0,facebook posts,gas prices;facebook fact-checks,Facebook posts,speaker: facebook posts | subject: gas prices;facebook fact-checks | context: Facebook posts,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
one person city program was a massive increase that they would require them with the united statesto do with.,"one person city program was a massive increase that they would require them with the united statesto do with.

[METADATA] speaker: buzzfeedusa.com | subject: fake news;punditfact | context: a website",0,buzzfeedusa.com,fake news;punditfact,a website,speaker: buzzfeedusa.com | subject: fake news;punditfact | context: a website,0.0,0.0,0.0,0.0,0.0,1.0
"it: this law, they wont let an american children than they were.","it: this law, they wont let an american children than they were.

[METADATA] speaker: paul krugman | subject: natural disasters ;public health;punditfact | context: a tweet",0,paul krugman,natural disasters ;public health;punditfact,a tweet,speaker: paul krugman | subject: natural disasters ;public health;punditfact | context: a tweet,0.4444444477558136,0.2222222238779068,0.1666666716337204,0.0,0.1666666716337204,0.0
"news% of child porn who be for a time, which is informed for joe biden.","news% of child porn who be for a time, which is informed for joe biden.

[METADATA] speaker: viral image | subject: children;facebook fact-checks | context: a Facebook post",0,viral image,children;facebook fact-checks,a Facebook post,speaker: viral image | subject: children;facebook fact-checks | context: a Facebook post,0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
says a bill. bush has beendestroyed in donations to support their spending.,"says a bill. bush has beendestroyed in donations to support their spending.

[METADATA] speaker: dick cheney | subject: foreign policy;punditfact | context: an interview on ""Fox News Sunday""",0,dick cheney,foreign policy;punditfact,"an interview on ""Fox News Sunday""","speaker: dick cheney | subject: foreign policy;punditfact | context: an interview on ""Fox News Sunday""",0.1764705926179886,0.11764705926179886,0.11764705926179886,0.29411765933036804,0.23529411852359772,0.05882352963089943
a new york city wascaught at a car of netflix tax break.,"a new york city wascaught at a car of netflix tax break.

[METADATA] speaker: instagram posts | subject: climate change;water;facebook fact-checks | context: an Instagram video",0,instagram posts,climate change;water;facebook fact-checks,an Instagram video,speaker: instagram posts | subject: climate change;water;facebook fact-checks | context: an Instagram video,0.00486223679035902,0.00486223679035902,0.024311183020472527,0.08265802264213562,0.6564019322395325,0.22690437734127045
"coca cola said, who will be a new york city for possession like schools.","coca cola said, who will be a new york city for possession like schools.

[METADATA] speaker: bloggers | subject: facebook fact-checks | context: a story",0,bloggers,facebook fact-checks,a story,speaker: bloggers | subject: facebook fact-checks | context: a story,0.01092896144837141,0.02459016442298889,0.032786883413791656,0.07240436971187592,0.31830599904060364,0.5409836173057556
its been exposed for that rape in light countries that i think it is a to avoid that dress.,"its been exposed for that rape in light countries that i think it is a to avoid that dress.

[METADATA] speaker: instagram posts | subject: animals;facebook fact-checks | context: a video on Instagram",0,instagram posts,animals;facebook fact-checks,a video on Instagram,speaker: instagram posts | subject: animals;facebook fact-checks | context: a video on Instagram,0.00486223679035902,0.00486223679035902,0.024311183020472527,0.08265802264213562,0.6564019322395325,0.22690437734127045
was a gun - based because thesame day on any company or not registered in china.,"was a gun - based because thesame day on any company or not registered in china.

[METADATA] speaker: ted cruz | subject: criminal justice;crime | context: a debate at Southern Methodist University",0,ted cruz,criminal justice;crime,a debate at Southern Methodist University,speaker: ted cruz | subject: criminal justice;crime | context: a debate at Southern Methodist University,0.05095541477203369,0.14012739062309265,0.13375796377658844,0.30573248863220215,0.29936304688453674,0.07006369531154633
